sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;lÃ­nea_credito
F;comercial;tienda naturista;santo domingo savio;1;1.0;2018-11-06;7000000.0;Microempresarial
F;servicio;barberia;manrique central no. 1;3;4.0;2017-11-09;7300000.0;microempresarial
F;comercial;sembrados;cabecera san cristobal;1;19.0;2018-01-31;5500000.0;microempresarial
F;comercial;variedades;sevilla;3;4.0;2018-07-04;7800000.0;microempresarial
F;comercial;distribuidora de;cabecera san antonio;1;19.0;2016-10-18;6800000.0;microempresarial
F;comercial;tienda;loreto;3;9.0;2018-08-10;7800000.0;microempresarial
F;comercial;comidas rapidas;la avanzada;1;1.0;2019-02-13;6500000.0;microempresarial
F;industrial;fabrica de;cabecera san cristobal;3;19.0;2019-04-08;6500000.0;microempresarial
F;industrial;fabrica de;andalucia;1;2.0;2018-07-11;1500000.0;microempresarial
F;comercial;comidas rapidas;belen;1;16.0;2018-04-06;5000000.0;microempresarial
F;comercial;tienda;buenos aires;3;9.0;2016-03-16;6000000.0;microempresarial
F;industrial;variedades;robledo;1;7.0;2016-05-04;6890000.0;microempresarial
F;servicio;mantenimiento en;santa cruz;2;2.0;2018-01-25;7800000.0;microempresarial
F;comercial;comidas rapidas;villatina;2;8.0;2018-05-11;6000000.0;microempresarial
F;industrial;fabrica de;pablo vi;2;2.0;2018-10-11;5500000.0;microempresarial
F;servicio;fotografia;cabecera_san_cristobal;2;19.0;;7800000.0;microempresarial
F;industrial;fabrica de;enciso;1;8.0;2017-06-07;7300000.0;microempresarial
F;servicio;comidas rapidas;manrique central no. 1;1;4.0;2017-11-22;4500000.0;microempresarial
F;servicio;panaderia;popular;1;1.0;2018-02-20;7300000.0;microempresarial
F;industrial;fabrica de calzado;manrique central no. 2;1;3.0;2018-04-17;2000000.0;microempresarial
F;industrial;fabrica de;veinte de julio;2;13.0;2016-02-09;6800000.0;microempresarial
F;industrial;panaderia;manrique central no. 2;1;3.0;2018-02-22;7800000.0;microempresarial
F;comercial;comidas rapidas;barrio caicedo;2;9.0;2018-08-29;7800000.0;microempresarial
F;industrial;fabrica de;carpinelo;1;1.0;2017-04-03;7377000.0;microempresarial
F;industrial;fabrica de;campo valdes no. 1;3;4.0;2018-06-22;4000000.0;microempresarial
F;servicio;fabrica de;castilla;1;5.0;2017-02-09;7377000.0;microempresarial
F;industrial;fabrica de;robledo;2;7.0;2016-08-30;6890000.0;microempresarial
F;comercial;panaderia;el salvador;3;9.0;2017-04-19;4000000.0;microempresarial
F;comercial;distribuidora de;aranjuez;1;4.0;2017-06-30;7300000.0;microempresarial
F;comercial;distribuidora_de_;belen;3;16.0;2017-02-01;3000000.0;microempresarial
F;comercial;variedades;aranjuez;2;4.0;2016-08-10;5000000.0;microempresarial
F;servicio;fabrica de;manrique central no. 2;1;3.0;2016-07-27;5000000.0;microempresarial
F;servicio;fabrica de;guayabal;3;15.0;;5000000.0;microempresarial
F;comercial;comidas rapidas;buenos aires;2;9.0;2018-10-03;6000000.0;microempresarial
F;comercial;variedades;santo domingo savio;2;1.0;2018-04-27;1200000.0;microempresarial
F;comercial;fabrica de helados;cabecera san cristobal;2;19.0;;1500000.0;microempresarial
F;comercial;variedades;san javier no.1;3;13.0;2017-10-11;7000000.0;microempresarial
F;comercial;variedades;robledo;2;7.0;2018-09-24;3000000.0;microempresarial
F;comercial;almacen de ropa en;pedregal;3;6.0;2017-06-23;4000000.0;microempresarial
F;servicio;peluqueria;la francia;1;2.0;2019-05-09;2500000.0;microempresarial
F;industrial;fabrica de;villa hermosa;1;8.0;2016-05-11;6890000.0;MICROEMPRESARIAL
F;comercial;almacen de ropa en;la esperanza;1;6.0;2017-04-25;3000000.0;microempresarial
F;comercial;distribuidora de;cabecera san antonio;1;19.0;2017-08-30;11650000.0;empresarial ed.
F;comercial;fabrica de;cabecera san antonio;3;19.0;2017-03-21;4000000.0;microempresarial
F;comercial;variedades;buenos aires;1;9.0;2017-04-17;7370000.0;microempresarial
F;industrial;fabrica de;santo domingo savio;1;1.0;2016-11-01;4000000.0;microempresarial
F;industrial;fabrica de;cabecera san cristobal;1;19.0;2018-09-24;7000000.0;microempresarial
F;comercial;tienda;santa cruz;2;2.0;2018-04-04;6000000.0;microempresarial
F;comercial;almacen de ropa en;castilla;1;5.0;2018-10-03;5000000.0;microempresarial
F;industrial;fabrica de;robledo;1;7.0;;7000000.0;microempresarial
F;comercial;variedades;san javier no.1;3;13.0;2018-07-27;4000000.0;microempresarial
F;comercial;tienda;robledo;1;7.0;2016-03-28;3000000.0;microempresarial
F;servicio;fabrica de;san diego;2;10.0;2016-01-20;6000000.0;microempresarial
F;comercial;variedades;santo domingo savio;1;1.0;;3000000.0;microempresarial
F;industrial;fabrica de;villa hermosa;3;8.0;2017-03-27;3500000.0;microempresarial
F;industrial;marroquineria;granada;3;16.0;2017-09-26;7000000.0;microempresarial
F;comercial;variedades;buenos aires;3;9.0;2016-04-13;3000000.0;microempresarial
F;comercial;comidas rapidas;trinidad;1;15.0;2017-12-14;3000000.0;microempresarial
F;comercial;comidas_rapidas;doce de octubre no.1;1;6.0;2018-05-22;4000000.0;microempresarial
F;servicio;peluqueria;santander;2;6.0;2018-08-09;7000000.0;microempresarial
F;industrial;fabrica de;buenos aires;2;9.0;;2500000.0;microempresarial
F;comercial;comidas rapidas;robledo;1;7.0;2018-08-24;3750000.0;microempresarial
F;comercial;variedades;robledo;1;7.0;2018-06-27;6000000.0;microempresarial
F;comercial;variedades;boston;1;10.0;2019-04-10;6000000.0;microempresarial
F;servicio;peluqueria;santa cruz;1;2.0;2018-11-30;7000000.0;microempresarial
F;comercial;variedades;campo valdes no. 1;1;4.0;2018-05-15;3000000.0;microempresarial
F;comercial;tienda;moravia;2;8.0;2018-05-07;4000000.0;microempresarial
F;comercial;tienda de helados;robledo;1;7.0;2017-02-15;7300000.0;microempresarial
F;servicio;mantenimiento en;belen;3;16.0;2019-06-06;8281000.0;microempresarial
F;industrial;fabrica de;enciso;2;8.0;2016-11-17;6000000.0;microempresarial
F;comercial;variedades;santa cruz;1;2.0;2016-12-29;6890000.0;microempresarial
F;servicio;recreativo-educativo;florencia;3;5.0;2017-06-02;7000000.0;microempresarial
F;comercial;productos_de_belleza;robledo;1;7.0;2018-06-05;6000000.0;microempresarial
F;industrial;fabrica_de_;la milagrosa;1;9.0;2016-02-15;2500000.0;microempresarial
F;comercial;almacen de ropa en;popular;1;1.0;2017-05-02;7000000.0;microempresarial
F;comercial;comidas rapidas;manrique_central_no._1;3;4.0;;7370000.0;microempresarial
F;industrial;fabrica-de-;santa cruz;1;2.0;2016-09-14;6000000.0;microempresarial
F;comercial;tienda;el salvador;1;9.0;2016-08-05;2000000.0;microempresarial
F;comercial;variedades;versalles no. 1;2;3.0;2018-05-29;5000000.0;microempresarial
F;comercial;comidas rapidas;belencito;2;13.0;2018-11-22;3000000.0;microempresarial
F;industrial;venta de;cabecera san cristobal;2;19.0;2017-05-10;5000000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;1;4.0;2016-08-09;6000000.0;MICROEMPRESARIAL
F;industrial;fabrica de;la milagrosa;3;9.0;2017-05-16;4000000.0;microempresarial
F;industrial;fabrica de;aranjuez;1;4.0;2018-05-23;6000000.0;microempresarial
F;comercial;tienda;san_javier_no.1;1;13.0;2016-04-18;4000000.0;microempresarial
F;servicio;fabrica de alimentos;robledo;1;7.0;2018-10-24;5000000.0;microempresarial
F;comercial;papeleria;robledo;2;7.0;2017-02-22;4000000.0;microempresarial
F;servicio;tienda naturista;calasanz;1;12.0;2017-04-04;7377000.0;microempresarial
F;comercial;comidas rapidas;francisco antonio zea;3;5.0;;6000000.0;microempresarial
F;comercial;fabrica de;popular;1;1.0;2017-05-05;7000000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;1;4.0;2017-06-16;11650000.0;microempresarial
F;comercial;tienda;robledo;1;7.0;2018-09-03;4000000.0;microempresarial
F;industrial;fabrica de;picacho;1;6.0;2018-05-18;1500000.0;microempresarial
F;comercial;papeleria;la francia;2;2.0;2017-07-25;5000000.0;microempresarial
F;servicio;recreativo-educativo;granizal;1;1.0;2016-10-28;6000000.0;microempresarial
F;comercial;fabrica de;buenos aires;3;9.0;2018-02-13;7800000.0;microempresarial
F;industrial;fabrica de;betania;2;13.0;2018-05-28;7800000.0;microempresarial
F;industrial;fabrica de;cabecera san cristobal;1;19.0;2017-06-06;6500000.0;microempresarial
F;comercial;variedades;13 de noviembre;1;8.0;2017-12-19;7300000.0;microempresarial
F;comercial;restaurante;san javier no.1;1;13.0;2017-05-08;3000000.0;microempresarial
F;industrial;fabrica de;belen;1;16.0;2017-06-12;7300000.0;microempresarial
F;comercial;papeleria;granizal;1;1.0;2017-08-09;7000000.0;microempresarial
F;industrial;fabrica de;enciso;1;8.0;2018-04-10;5000000.0;microempresarial
F;industrial;fabrica de;villa niza;2;2.0;2017-01-06;6000000.0;microempresarial
F;comercial;comidas rapidas;vrda. san cristobal;3;19.0;2016-02-01;1100000.0;Microempresarial
F;comercial;miscelanea;manrique central no. 2;3;3.0;2019-04-05;8200000.0;microempresarial
F;servicio;peluqueria;san javier no.1;1;13.0;2017-09-12;7300000.0;MICROEMPRESARIAL
F;comercial;comidas rapidas;la palma;2;16.0;2018-06-22;7000000.0;microempresarial
F;comercial;comidas rapidas;san javier no.1;1;13.0;2017-08-04;2000000.0;microempresarial
F;comercial;fabrica de;robledo;1;7.0;2018-08-23;6000000.0;microempresarial
F;comercial;tienda;aranjuez;1;4.0;2018-04-20;7800000.0;microempresarial
F;industrial;fabrica-de-;cabecera san antonio;1;19.0;2017-11-28;5000000.0;microempresarial
F;comercial;variedades;robledo;2;7.0;2017-09-29;7000000.0;microempresarial
F;comercial;restaurante;barrio caicedo;2;9.0;2018-01-24;5000000.0;microempresarial
F;industrial;fabrica de;enciso;1;8.0;2017-05-03;5000000.0;microempresarial
F;servicio;fotografia;progreso;2;5.0;2018-05-04;6000000.0;microempresarial
F;comercial;almacen de ropa en;aranjuez;3;4.0;2019-02-15;5250000.0;microempresarial
F;comercial;ferreteria;manrique oriental;1;3.0;2018-07-27;7800000.0;microempresarial
F;servicio;productos_de_belleza;cordoba;1;7.0;2017-10-31;11650000.0;empresarial ed.
F;comercial;miscelanea;manrique oriental;2;3.0;;6000000.0;microempresarial
F;servicio;miscelanea;el poblado;2;14.0;2018-11-21;7800000.0;microempresarial
F;servicio;peluqueria;playon de los;2;2.0;2017-01-31;7377000.0;microempresarial
F;comercial;comidas rapidas;manrique central no. 1;1;4.0;2018-01-25;7810000.0;microempresarial
F;comercial;almacen de ropa en;moravia;2;4.0;2018-05-31;1200000.0;microempresarial
F;servicio;restaurante;popular;1;1.0;2016-05-31;6890000.0;microempresarial
F;comercial;comidas rapidas;robledo;1;7.0;2018-06-20;6500000.0;microempresarial
F;comercial;variedades;santander;2;6.0;2016-02-29;6000000.0;microempresarial
F;servicio;peluqueria;manrique-central-no.-2;1;3.0;2017-12-06;7300000.0;microempresarial
F;comercial;comidas rapidas;20 de julio;1;13.0;2017-10-04;1800000.0;microempresarial
F;servicio;peluqueria;villa niza;2;2.0;2018-11-20;4000000.0;microempresarial
F;comercial;comidas rapidas;altavista;2;19.0;2018-05-22;1000000.0;microempresarial
F;agropecuario;criadero de animales;enciso;1;8.0;2018-06-14;7000000.0;microempresarial
F;industrial;fabrica de;doce de octubre no.1;2;6.0;2017-07-13;3000000.0;microempresarial
F;industrial;fabrica de;sucre;3;8.0;2016-08-05;3000000.0;microempresarial
F;servicio;mensajeria;la francia;2;2.0;2019-04-23;6000000.0;Microempresarial
F;industrial;fabrica de;enciso;3;8.0;2016-10-25;6000000.0;microempresarial
F;comercial;distribuidora de;aranjuez;1;4.0;2018-08-13;4500000.0;microempresarial
F;comercial;comidas rapidas;robledo;2;7.0;2018-05-25;6000000.0;microempresarial
F;comercial;variedades;manrique central no. 1;2;4.0;2018-07-24;5000000.0;microempresarial
F;comercial;comidas rapidas;belalcazar;1;5.0;2017-02-23;6500000.0;Microempresarial
F;servicio;peluqueria;altavista;2;4.0;2017-09-22;6000000.0;microempresarial
F;comercial;variedades;robledo;2;7.0;2018-04-19;6000000.0;microempresarial
F;industrial;fabrica de;pedregal;3;6.0;2016-11-01;6500000.0;microempresarial
F;comercial;tienda;santo domingo savio;2;1.0;2018-06-14;5000000.0;microempresarial
F;comercial;ferreteria;la floresta;1;12.0;2016-02-25;6890000.0;microempresarial
F;comercial;variedades;robledo;3;7.0;2018-02-02;7800000.0;microempresarial
F;industrial;fabrica de muebles;altavista;2;16.0;2018-12-13;7800000.0;microempresarial
F;comercial;fabrica de alimentos;enciso;3;8.0;2018-05-15;788000.0;microempresarial
F;comercial;variedades;villa del socorro;2;2.0;2018-10-24;4000000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;1;4.0;2018-06-05;3000000.0;microempresarial
F;servicio;peluqueria;castilla;2;5.0;2016-03-18;6000000.0;Microempresarial
F;comercial;variedades;enciso;1;8.0;;1000000.0;microempresarial
F;servicio;peluqueria;castilla;3;5.0;2017-09-27;5000000.0;microempresarial
F;industrial;fabrica de;pedregal;1;6.0;2018-09-24;5000000.0;microempresarial
F;comercial;almacen de ropa en;villa niza;2;2.0;2018-09-27;6000000.0;microempresarial
F;servicio;fotografia;belen;1;16.0;2018-09-10;7800000.0;microempresarial
F;servicio;variedades;florencia;3;5.0;2018-07-05;4000000.0;microempresarial
F;comercial;variedades;manrique oriental;3;3.0;2019-05-31;7500000.0;microempresarial
F;industrial;fabrica de;buenos aires;3;9.0;2016-12-22;6500000.0;microempresarial
F;servicio;peluqueria;buenos aires;3;9.0;;8000000.0;microempresarial
F;comercial;tienda;manrique central no. 1;1;4.0;2018-04-12;300000.0;microempresarial
F;servicio;criadero de animales;la aldea;2;19.0;2017-04-05;5000000.0;microempresarial
F;industrial;fabrica de;aranjuez;1;4.0;2017-07-17;3500000.0;microempresarial
F;servicio;peluqueria;buenos aires;1;9.0;2017-03-21;5000000.0;microempresarial
F;servicio;organizaciã³n y;altavista;2;19.0;2016-04-26;4000000.0;microempresarial
F;comercial;tienda;doce de octubre no.1;1;6.0;2017-03-27;7300000.0;microempresarial
F;comercial;variedades;el salvador;3;9.0;2017-07-24;7370000.0;microempresarial
F;comercial;almacen de ropa en;santa lucia;3;12.0;2017-03-13;7370000.0;microempresarial
F;comercial;comidas rapidas;robledo;1;7.0;2017-06-20;6500000.0;microempresarial
F;comercial;restaurante;campo valdes no. 1;1;4.0;2017-11-09;7370000.0;microempresarial
F;servicio;peluqueria;castilla;1;5.0;2018-10-25;7000000.0;microempresarial
F;servicio;peluqueria;robledo;1;7.0;2017-12-19;6000000.0;microempresarial
F;comercial;tienda;villa hermosa;2;8.0;2018-05-02;6000000.0;microempresarial
F;comercial;almacen de ropa en;manrique central no. 1;1;4.0;2018-02-07;6000000.0;microempresarial
F;comercial;comidas rapidas;cabecera san antonio;1;19.0;2018-04-25;788000.0;microempresarial
F;servicio;peluqueria;robledo;1;7.0;2017-04-20;6000000.0;microempresarial
F;comercial;variedades;granizal;1;1.0;;7800000.0;microempresarial
F;servicio;peluqueria;playon_de_los_;2;2.0;2018-07-05;6000000.0;microempresarial
F;comercial;tienda;san javier no.1;2;13.0;2018-01-16;4000000.0;microempresarial
F;comercial;variedades;juan xxiii la quiebra;2;13.0;2017-12-21;7300000.0;microempresarial
F;comercial;tienda;enciso;1;8.0;2017-04-18;6500000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;1;4.0;2018-07-25;7800000.0;microempresarial
F;servicio;fabrica de;manrique central no. 2;2;3.0;2018-02-01;7800000.0;microempresarial
F;comercial;almacen de ropa en;manrique central no. 1;1;4.0;2019-02-13;8280000.0;microempresarial
F;comercial;variedades;cabecera san cristobal;1;19.0;2019-06-19;1500000.0;microempresarial
F;servicio;peluqueria;villa_niza;1;2.0;;6000000.0;microempresarial
F;industrial;fabrica de;cabecera san cristobal;1;19.0;2016-11-22;4000000.0;Microempresarial
F;comercial;fabrica de;robledo;2;7.0;2019-03-28;8000000.0;microempresarial
F;industrial;fabrica de;santo domingo savio;1;1.0;2016-06-15;6890000.0;microempresarial
F;comercial;comidas_rapidas;cabecera san cristobal;1;19.0;2016-10-11;2500000.0;microempresarial
F;comercial;variedades;manrique central no. 2;1;3.0;2016-08-23;3500000.0;microempresarial
F;servicio;tienda;robledo;1;7.0;2017-08-22;2000000.0;microempresarial
F;comercial;cafeteria;barrio caicedo;1;9.0;2018-02-02;7360000.0;microempresarial
F;comercial;fabrica de;moravia;1;4.0;2017-01-31;2000000.0;microempresarial
F;comercial;distribuidora de;santa cruz;1;2.0;;5000000.0;MICROEMPRESARIAL
F;comercial;almacen_de_ropa_en_;villa hermosa;3;8.0;2018-01-16;7000000.0;microempresarial
F;industrial;fabrica-de-;buenos aires;1;9.0;2018-12-14;3000000.0;microempresarial
F;comercial;tienda;pedregal;1;6.0;2018-10-26;7800000.0;microempresarial
F;servicio;peluqueria;toscana;3;5.0;2018-01-26;6500000.0;microempresarial
F;industrial;fabrica de muebles;20 de julio;1;13.0;2018-05-23;7300000.0;microempresarial
F;comercial;reciclaje;santa teresita;2;12.0;2017-04-07;7370000.0;microempresarial
F;comercial;almacen de ropa en;campo valdes no. 1;3;4.0;2016-07-11;6000000.0;microempresarial
F;comercial;comidas rapidas;el socorro;2;13.0;2017-10-24;7370000.0;microempresarial
F;industrial;variedades;robledo;3;7.0;2017-06-14;7000000.0;microempresarial
F;industrial;miscelanea;pedregal;3;6.0;2016-08-30;3000000.0;microempresarial
F;comercial;papeleria;aranjuez;2;4.0;2017-08-11;7300000.0;microempresarial
F;comercial;tienda;buenos aires;2;9.0;2018-02-08;7000000.0;microempresarial
F;servicio;tienda;enciso;2;8.0;2017-03-08;2000000.0;microempresarial
F;comercial;tienda;santo domingo savio;1;1.0;;5000000.0;microempresarial
F;comercial;almacen de ropa en;santa cruz;2;2.0;2017-10-02;2000000.0;microempresarial
F;comercial;distribuidora de;campo valdes no. 1;3;4.0;2017-09-13;5000000.0;microempresarial
F;servicio;comidas rapidas;robledo;0;7.0;2016-04-15;6890000.0;microempresarial
F;industrial;fabrica de;aranjuez;1;4.0;2017-10-26;7000000.0;microempresarial
F;comercial;comidas rapidas;enciso;2;8.0;2018-03-07;3000000.0;microempresarial
F;industrial;publicidad y;la america;1;7.0;2016-07-19;6890000.0;microempresarial
F;comercial;comidas rapidas;manrique central no. 1;1;4.0;2018-12-18;6000000.0;microempresarial
F;comercial;variedades;centro admtivo;1;10.0;2018-01-25;3500000.0;microempresarial
F;comercial;variedades;belen;1;16.0;2017-11-23;3000000.0;microempresarial
F;industrial;fabrica de;popular;2;1.0;2018-03-23;7800000.0;microempresarial
F;industrial;fabrica de;santa cruz;1;2.0;2017-06-20;6500000.0;microempresarial
F;industrial;fabrica de;kennedy;2;6.0;2019-04-01;2200000.0;microempresarial
F;comercial;tienda;villatina;1;8.0;2018-05-24;6500000.0;microempresarial
F;industrial;fabrica-de-;andalucia;1;2.0;2018-03-14;5000000.0;microempresarial
F;comercial;productos de belleza;san javier no.1;1;13.0;2018-05-09;5000000.0;microempresarial
F;comercial;almacen de ropa en;popular;1;1.0;2017-06-15;6000000.0;microempresarial
F;comercial;tienda de helados;robledo;3;7.0;2018-05-23;7800000.0;microempresarial
F;comercial;comidas rapidas;picacho;1;6.0;2018-07-05;3000000.0;microempresarial
F;industrial;fabrica de;playon de los;2;2.0;2018-02-14;3500000.0;microempresarial
F;industrial;fabrica de;aranjuez;3;4.0;2017-02-22;7000000.0;microempresarial
F;industrial;fabrica de helados;belen;1;16.0;2016-02-15;5000000.0;microempresarial
